Tieback,Comment,CategoryCode,Category,SubCategoryCode,SubCategory,Coded CategoryCode,Category_1,Coded SubCategoryCode,SubCategory_1,ConditionCode,Condition Description,FinalCode,Hot Alert
57651919,Not great,29,"Audio, Communication, Navigation System",5,Audio sound quality,29,"Audio, Communication, Navigation System",5,Audio sound quality,SL,Sound quality ,052905SL,False
57611946,Rattle RF,13,Interior Fit and Appearance,2,Dashboard,13,Interior Fit and Appearance,2,Dashboard,NC,"Noise-squeaks, rattles",051302NC,False
57695908,None work,29,"Audio, Communication, Navigation System",49,Guest driver monitor,29,"Audio, Communication, Navigation System",49,Guest driver monitor,IC,Inoperative,052949IC,False
57625313,old......,22,"Heating, Ventilation & Cooling",13,"Heating, AC digital display",22,"Heating, Ventilation & Cooling",13,"Heating, AC digital display",FB,"Features, options",052213FB,False
57623449,very loud,41,Engine,16,"Exhaust noise(excessive, abnormal)",41,Engine,16,"Exhaust noise(excessive, abnormal)",NA,Noise,054116NA,False
57619861,Sometimes,41,Engine,17,Exhaust odor,41,Engine,17,Exhaust odor,SI,"Smell, odor",054117SI,False
57641747,Vibration,26,Seats,3,Seat noises,26,Seats,99,Seat problem other than listed,VA,Vibration,052699VA,False
57531957,Alignment,14,Interior Operation & Controls,99,Interior Operations problem other than listed,14,Interior Operation & Controls,99,Interior Operations problem other than listed,MA,Misaligned,051499MA,False
57648934,confusing,14,Interior Operation & Controls,17,Cruise control (including dynamic cruise control),14,Interior Operation & Controls,17,Cruise control (including dynamic cruise control),DU,Difficult to understand,051417DU,False
57575159,Confusing,45,Gauges & Lights,15,Multi-information display,45,Gauges & Lights,15,Multi-information display,DU,Difficult to understand,054515DU,False
57652168,Very loud,19,Exterior Body,2,Wind noise(excessive),19,Exterior Body,2,Wind noise(excessive),ND,Noise-wind noise,051902ND,False
57647548,Dont fold,26,Seats,1,Folding rear seat,26,Seats,1,Folding rear seat,WC,"Would like to have, change, add feature, make standard",052601WC,False
57711482,Need more,29,"Audio, Communication, Navigation System",9,USB (input/charging),29,"Audio, Communication, Navigation System",9,USB (input/charging),WC,"Would like to have, change, add feature, make standard",052909WC,False
57712266,YES IT IS,34,Handling & Steering,8,Steering wheel off center,34,Handling & Steering,8,Steering wheel off center,MA,Misaligned,053408MA,False
57623107,No heat.,26,Seats,11,Seat-heating/ventilation,26,Seats,11,Seat-heating/ventilation,WC,"Would like to have, change, add feature, make standard",052611WC,True
57673940,Too soft,36,Brakes,5,"Brake application, pedal feel (soft, hard)",36,Brakes,5,"Brake application, pedal feel (soft, hard)",SK,Soft (mechanical),053605SK,True
57660272,too soft,36,Brakes,5,"Brake application, pedal feel (soft, hard)",36,Brakes,5,"Brake application, pedal feel (soft, hard)",SK,Soft (mechanical),053605SK,True
57560469,Too high,26,Seats,7,Armrest,26,Seats,7,Armrest,HH,Height - too high,052607HH,True
57603574,Windows?,19,Exterior Body,28,Molding,19,Exterior Body,90,"Other -Window-general, unspecified",ZZ,Unspecified ,051990ZZ,True
57689170,Terrible,29,"Audio, Communication, Navigation System",57,Dynamic navigation,29,"Audio, Communication, Navigation System",57,Dynamic navigation,ZZ,Unspecified ,052957ZZ,True
57661395,Not good,26,Seats,13,Height controls,26,Seats,13,Height controls,ZZ,Unspecified ,052613ZZ,False
57661395,Not good,26,Seats,12,"Forward, backward controls",26,Seats,12,"Forward, backward controls",ZZ,Unspecified ,052612ZZ,False
57712257,TERRIBLE,29,"Audio, Communication, Navigation System",8,"Speakers, subwoofer",29,"Audio, Communication, Navigation System",8,"Speakers, subwoofer",ZZ,Unspecified ,052908ZZ,False
57597561,sluggish,29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,PA,Performance,052958PA,False
57470794,Weak fan,22,"Heating, Ventilation & Cooling",8,"Fan, blower operation",22,"Heating, Ventilation & Cooling",8,"Fan, blower operation",PA,Performance,052208PA,False
57667768,Very bad,41,Engine,15,Poor fuel consumption,41,Engine,15,Poor fuel consumption,CJ,Consumption,054115CJ,False
57710821,Poor mog,41,Engine,15,Poor fuel consumption,41,Engine,15,Poor fuel consumption,CJ,Consumption,054115CJ,False
57712257,TERRIBLE,29,"Audio, Communication, Navigation System",5,Audio sound quality,29,"Audio, Communication, Navigation System",5,Audio sound quality,SL,Sound quality ,052905SL,False
57680775,Annoying,45,Gauges & Lights,21,Seat belt warning light/tone,45,Gauges & Lights,21,Seat belt warning light/tone,FB,"Features, options",054521FB,False
57362970,Too high,26,Seats,7,Armrest,26,Seats,7,Armrest,HH,Height - too high,052607HH,False
57578075,too hard,26,Seats,7,Armrest,26,Seats,7,Armrest,CI,"Comfort, fit",052607CI,False
57648934,confused,14,Interior Operation & Controls,34,Pre-collision system,14,Interior Operation & Controls,34,Pre-collision system,DU,Difficult to understand,051434DU,False
57591908,Very dim,14,Interior Operation & Controls,10,Vanity Mirror light,14,Interior Operation & Controls,10,Vanity Mirror light,LT,"Too Bright, Too Dim",051410LT,False
57619861,Only one,29,"Audio, Communication, Navigation System",9,USB (input/charging),29,"Audio, Communication, Navigation System",9,USB (input/charging),WC,"Would like to have, change, add feature, make standard",052909WC,False
57713157,Has none,13,Interior Fit and Appearance,16,Other storage compartments,13,Interior Fit and Appearance,16,Other storage compartments,WC,"Would like to have, change, add feature, make standard",051316WC,False
57686110,useless.,14,Interior Operation & Controls,10,Vanity Mirror light,14,Interior Operation & Controls,10,Vanity Mirror light,FB,"Features, options",051410FB,False
57621219,Hate it,41,Engine,22,Stop and Start Engine System,41,Engine,22,Stop and Start Engine System,FB,"Features, options",054122FB,True
57648313,TOO DIM,14,Interior Operation & Controls,8,"Dome, map lights",14,Interior Operation & Controls,8,"Dome, map lights",LT,"Too Bright, Too Dim",051408LT,True
57619595,So SLOW,19,Exterior Body,47,Touch free sensor for trunk/hatch,19,Exterior Body,47,Touch free sensor for trunk/hatch,PA,Performance,051947PA,True
57631898,Delayed,14,Interior Operation & Controls,28,Remote keyless entry,14,Interior Operation & Controls,28,Remote keyless entry,PA,Performance,051428PA,True
57623107,Bouncy.,34,Handling & Steering,3,Suspension,34,Handling & Steering,3,Suspension,PA,Performance,053403PA,True
57689170,Bad job,29,"Audio, Communication, Navigation System",20,Navigation performance,29,"Audio, Communication, Navigation System",20,Navigation performance,ZZ,Unspecified ,052920ZZ,True
57539262,Always.,41,Engine,7,Lacks power,41,Engine,7,Lacks power,ED,"Engine-lacks, no power, slugglish, engine power",054107ED,False
57544717,shaking,19,Exterior Body,14,Exterior mirrors,19,Exterior Body,14,Exterior mirrors,LF,"Loose, fell off",051914LF,False
57711992,no bass,29,"Audio, Communication, Navigation System",5,Audio sound quality,29,"Audio, Communication, Navigation System",5,Audio sound quality,SL,Sound quality ,052905SL,False
57612511,Freezes,29,"Audio, Communication, Navigation System",19,Nav display,29,"Audio, Communication, Navigation System",19,Nav display,MD,NAVI(Navigation) freezes up,052919MD,False
57683457,rattles,26,Seats,3,Seat noises,26,Seats,3,Seat noises,NC,"Noise-squeaks, rattles",052603NC,False
57661201,Squeaky,26,Seats,3,Seat noises,26,Seats,3,Seat noises,NC,"Noise-squeaks, rattles",052603NC,False
57657663,No gage,41,Engine,1,Battery,45,Gauges & Lights,2,"Battery gauge, light",WC,"Would like to have, change, add feature, make standard",054502WC,False
57619861,No lock,13,Interior Fit and Appearance,12,Glove box,13,Interior Fit and Appearance,12,Glove box,WC,"Would like to have, change, add feature, make standard",051312WC,False
57619861,Limited,14,Interior Operation & Controls,22,"Back up camera, rear view monitor",14,Interior Operation & Controls,22,"Back up camera, rear view monitor",FB,"Features, options",051422FB,False
57699294,hate it,26,Seats,3,Seat noises,26,Seats,3,Seat noises,NA,Noise,052603NA,False
57656258,Useless,14,Interior Operation & Controls,43,Road sign assist (RSA),14,Interior Operation & Controls,43,Road sign assist (RSA),FB,"Features, options",051443FB,False
57682463,Rattles,26,Seats,3,Seat noises,26,Seats,3,Seat noises,NC,"Noise-squeaks, rattles",052603NC,False
57584720,Narrow,26,Seats,10,Seat comfort,26,Seats,92,Other - Seats (unspecified),SH,Size,052692SH,True
57652976,Volume,29,"Audio, Communication, Navigation System",14,HD Radio,29,"Audio, Communication, Navigation System",14,HD Radio,ZZ,Unspecified ,052914ZZ,True
57614522,Ratels,13,Interior Fit and Appearance,3,Door panel,13,Interior Fit and Appearance,3,Door panel,NC,"Noise-squeaks, rattles",051303NC,False
57660267,Rattle,13,Interior Fit and Appearance,6,Headliner,13,Interior Fit and Appearance,6,Headliner,NC,"Noise-squeaks, rattles",051306NC,False
57697156,Rattle,13,Interior Fit and Appearance,2,Dashboard,13,Interior Fit and Appearance,2,Dashboard,NC,"Noise-squeaks, rattles",051302NC,False
57682385,squeak,14,Interior Operation & Controls,11,Front windshield wipers,14,Interior Operation & Controls,11,Front windshield wipers,NC,"Noise-squeaks, rattles",051411NC,False
57578075,no GPS,29,"Audio, Communication, Navigation System",18,Nav controls,29,"Audio, Communication, Navigation System",18,Nav controls,WC,"Would like to have, change, add feature, make standard",052918WC,False
57423452,No GPS,29,"Audio, Communication, Navigation System",99,Audio/Comm/Nav problem other than listed,29,"Audio, Communication, Navigation System",99,Audio/Comm/Nav problem other than listed,WC,"Would like to have, change, add feature, make standard",052999WC,False
57696751,Buggy,29,"Audio, Communication, Navigation System",15,"Bluetooth connection, pairing",29,"Audio, Communication, Navigation System",15,"Bluetooth connection, pairing",PG,Pairing (connect-compatible),052915PG,True
57696751,Buggy,29,"Audio, Communication, Navigation System",29,Bluetooth - audio streaming/playback,29,"Audio, Communication, Navigation System",29,Bluetooth - audio streaming/playback,NF,"Not working properly, malfunction",052929NF,True
57684139,Freez,29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,NF,"Not working properly, malfunction",052958NF,False
57614522,Ratel,13,Interior Fit and Appearance,2,Dashboard,13,Interior Fit and Appearance,2,Dashboard,NC,"Noise-squeaks, rattles",051302NC,False
57652168,Small,13,Interior Fit and Appearance,12,Glove box,13,Interior Fit and Appearance,12,Glove box,SH,Size,051312SH,False
57652168,Small,13,Interior Fit and Appearance,11,Center console,13,Interior Fit and Appearance,11,Center console,SH,Size,051311SH,False
57545775,Noise,36,Brakes,3,Brake noise,36,Brakes,3,Brake noise,NA,Noise,053603NA,False
57613080,bumpy,34,Handling & Steering,3,Suspension,34,Handling & Steering,3,Suspension,PA,Performance,053403PA,False
57656258,Small,13,Interior Fit and Appearance,12,Glove box,13,Interior Fit and Appearance,12,Glove box,SH,Size,051312SH,False
57657877,SMALL,14,Interior Operation & Controls,2,Coin holder,14,Interior Operation & Controls,2,Coin holder,SH,Size,051402SH,False
57712257,WORSE,29,"Audio, Communication, Navigation System",19,Nav display,29,"Audio, Communication, Navigation System",19,Nav display,ZZ,Unspecified ,052919ZZ,False
57690781,Small,13,Interior Fit and Appearance,8,Sun visor,13,Interior Fit and Appearance,8,Sun visor,SH,Size,051308SH,False
57714778,Noisy,26,Seats,3,Seat noises,26,Seats,3,Seat noises,NA,Noise,052603NA,False
57683536,Front,36,Brakes,3,Brake noise,36,Brakes,3,Brake noise,NA,Noise,053603NA,False
57716123,Noisy,14,Interior Operation & Controls,11,Front windshield wipers,14,Interior Operation & Controls,11,Front windshield wipers,NA,Noise,051411NA,False
57608603,Front,36,Brakes,3,Brake noise,36,Brakes,3,Brake noise,NA,Noise,053603NA,False
57648657,Front,36,Brakes,3,Brake noise,36,Brakes,3,Brake noise,NA,Noise,053603NA,False
57697414,Front,36,Brakes,4,Brake vibration,36,Brakes,4,Brake vibration,VA,Vibration,053604VA,False
57708951,loud,41,Engine,6,"Engine noise(excessive, abnormal)",41,Engine,6,"Engine noise(excessive, abnormal)",NA,Noise,054106NA,True
57704425,Loud,22,"Heating, Ventilation & Cooling",7,"Fan, blower noise",22,"Heating, Ventilation & Cooling",7,"Fan, blower noise",NA,Noise,052207NA,True
57708751,Loud,41,Engine,6,"Engine noise(excessive, abnormal)",41,Engine,6,"Engine noise(excessive, abnormal)",NA,Noise,054106NA,False
57605057,Poor,14,Interior Operation & Controls,4,Cup holder,14,Interior Operation & Controls,4,Cup holder,FB,"Features, options",051404FB,False
57569009,None,29,"Audio, Communication, Navigation System",13,Nav traffic/Nav weather,29,"Audio, Communication, Navigation System",13,Nav traffic/Nav weather,WC,"Would like to have, change, add feature, make standard",052913WC,False
57712257,POOR,29,"Audio, Communication, Navigation System",18,Nav controls,29,"Audio, Communication, Navigation System",18,Nav controls,QA,"Quality (cheap looking, cheaply made",052918QA,False
57553195,none,29,"Audio, Communication, Navigation System",55,WiFi,29,"Audio, Communication, Navigation System",55,WiFi,WC,"Would like to have, change, add feature, make standard",052955WC,False
57637889,None,26,Seats,16,Seat memory controls,26,Seats,16,Seat memory controls,WC,"Would like to have, change, add feature, make standard",052616WC,False
57637889,None,26,Seats,9,Lumbar support,26,Seats,9,Lumbar support,WC,"Would like to have, change, add feature, make standard",052609WC,False
57598221,Soft,36,Brakes,5,"Brake application, pedal feel (soft, hard)",36,Brakes,5,"Brake application, pedal feel (soft, hard)",SK,Soft (mechanical),053605SK,False
57668538,Poor,34,Handling & Steering,3,Suspension,34,Handling & Steering,3,Suspension,PA,Performance,053403PA,False
57648960,cold,45,Gauges & Lights,14,Tire pressure monitoring system,45,Gauges & Lights,14,Tire pressure monitoring system,PA,Performance,054514PA,False
57648934,poor,34,Handling & Steering,9,"Tilt, telescopic steering column",34,Handling & Steering,9,"Tilt, telescopic steering column",PA,Performance,053409PA,False
57670734,Weak,29,"Audio, Communication, Navigation System",8,"Speakers, subwoofer",29,"Audio, Communication, Navigation System",8,"Speakers, subwoofer",PA,Performance,052908PA,False
57710821,Weak,29,"Audio, Communication, Navigation System",5,Audio sound quality,29,"Audio, Communication, Navigation System",5,Audio sound quality,SL,Sound quality ,052905SL,False
